"ProcessId","ParentProcessId","Name","ExecutablePath","CommandLine","CreationDate"
"23508","1620","SystrayComponent.exe","C:\Program Files\WindowsApps\ControlCenter3_5.17.49.14_x64__wrbgcf7aesyd8\Win32\SystrayComponent.exe","""C:\Program Files\WindowsApps\ControlCenter3_5.17.49.14_x64__wrbgcf7aesyd8\Win32\SystrayComponent.exe"" ","2026/4/5 14:41:03"
