"Time","State","Local","Remote","OwningPid","ProcessName","Sample"
"2026-04-05T23:44:45.5625626+08:00","TimeWait","127.0.0.1:13236","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5625626+08:00","TimeWait","127.0.0.1:13237","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5469201+08:00","TimeWait","127.0.0.1:13238","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5469201+08:00","TimeWait","127.0.0.1:13239","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5469201+08:00","TimeWait","127.0.0.1:13240","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5449201+08:00","TimeWait","127.0.0.1:13241","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5389193+08:00","TimeWait","127.0.0.1:13242","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5339347+08:00","TimeWait","127.0.0.1:13243","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5278611+08:00","TimeWait","127.0.0.1:13244","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5213508+08:00","TimeWait","127.0.0.1:13245","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.5016024+08:00","TimeWait","127.0.0.1:13246","127.0.0.1:5354","0","Idle","4"
"2026-04-05T23:44:45.5016024+08:00","TimeWait","127.0.0.1:13247","127.0.0.1:5354","0","Idle","4"
"2026-04-05T23:44:45.5016024+08:00","TimeWait","127.0.0.1:13253","127.0.0.1:27015","0","Idle","4"
"2026-04-05T23:44:45.4859773+08:00","TimeWait","127.0.0.1:13254","127.0.0.1:27015","0","Idle","4"
"2026-04-05T23:44:45.4859773+08:00","TimeWait","127.0.0.1:13258","127.0.0.1:27015","0","Idle","4"
"2026-04-05T23:44:45.4703519+08:00","TimeWait","127.0.0.1:13259","127.0.0.1:27015","0","Idle","4"
"2026-04-05T23:44:45.4703519+08:00","TimeWait","127.0.0.1:13262","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4703519+08:00","TimeWait","127.0.0.1:13263","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4547269+08:00","TimeWait","127.0.0.1:13265","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4547269+08:00","TimeWait","127.0.0.1:13266","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4547269+08:00","TimeWait","127.0.0.1:13267","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4390755+08:00","TimeWait","127.0.0.1:13268","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4390755+08:00","TimeWait","127.0.0.1:13269","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4390755+08:00","TimeWait","127.0.0.1:13270","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4350752+08:00","TimeWait","127.0.0.1:13271","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4290756+08:00","TimeWait","127.0.0.1:13272","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4230759+08:00","TimeWait","127.0.0.1:13274","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4071848+08:00","TimeWait","127.0.0.1:13275","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4071848+08:00","TimeWait","127.0.0.1:13276","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.4071848+08:00","TimeWait","127.0.0.1:13277","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.3915601+08:00","TimeWait","127.0.0.1:13278","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.3915601+08:00","TimeWait","127.0.0.1:13279","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.3603097+08:00","TimeWait","127.0.0.1:14454","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.3603097+08:00","TimeWait","127.0.0.1:14580","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.9406082+08:00","TimeWait","127.0.0.1:1686","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.3250248+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:11678","0","Idle","4"
"2026-04-05T23:44:45.2655618+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:12108","0","Idle","4"
"2026-04-05T23:44:45.2811860+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:13197","0","Idle","4"
"2026-04-05T23:44:45.2655618+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:2153","0","Idle","4"
"2026-04-05T23:44:45.9320955+08:00","TimeWait","127.0.0.1:2163","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.9249340+08:00","TimeWait","127.0.0.1:2522","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.1874353+08:00","TimeWait","127.0.0.1:49362","127.0.0.1:13264","0","Idle","4"
"2026-04-05T23:44:45.8676293+08:00","TimeWait","127.0.0.1:6208","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.8447948+08:00","TimeWait","127.0.0.1:7212","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.8447948+08:00","TimeWait","127.0.0.1:7803","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.8291811+08:00","TimeWait","127.0.0.1:8332","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.8135458+08:00","TimeWait","127.0.0.1:8867","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.7979211+08:00","TimeWait","127.0.0.1:9346","127.0.0.1:20122","0","Idle","4"
"2026-04-05T23:44:45.7979211+08:00","TimeWait","127.0.0.1:9426","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.7822959+08:00","TimeWait","127.0.0.1:9427","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.7822959+08:00","TimeWait","127.0.0.1:9671","127.0.0.1:49350","0","Idle","4"
"2026-04-05T23:44:45.9732992+08:00","Established","127.0.0.1:1558","127.0.0.1:1559","2620","WUDFHost","4"
"2026-04-05T23:44:45.9563292+08:00","Established","127.0.0.1:1559","127.0.0.1:1558","2620","WUDFHost","4"
"2026-04-05T23:44:45.9563292+08:00","Established","127.0.0.1:1561","127.0.0.1:1562","3256","NVDisplay.Container","4"
"2026-04-05T23:44:45.9546137+08:00","Established","127.0.0.1:1562","127.0.0.1:1561","3256","NVDisplay.Container","4"
"2026-04-05T23:44:45.8904171+08:00","Listen","127.0.0.1:5284","0.0.0.0:0","3356","AndrowsSvr","4"
"2026-04-05T23:44:46.0250550+08:00","Established","127.0.0.1:1206","127.0.0.1:20123","4288","msedgewebview2","4"
"2026-04-05T23:44:45.9060411+08:00","Established","127.0.0.1:3775","127.0.0.1:20123","4288","msedgewebview2","4"
"2026-04-05T23:44:45.8291811+08:00","Established","127.0.0.1:8471","127.0.0.1:20123","4288","msedgewebview2","4"
"2026-04-05T23:44:46.0119998+08:00","Established","127.0.0.1:1547","127.0.0.1:5354","6432","AppleMobileDeviceService","4"
"2026-04-05T23:44:46.0049992+08:00","Established","127.0.0.1:1550","127.0.0.1:5354","6432","AppleMobileDeviceService","4"
"2026-04-05T23:44:45.2343147+08:00","Listen","127.0.0.1:27015","0.0.0.0:0","6432","AppleMobileDeviceService","4"
"2026-04-05T23:44:45.8747904+08:00","Listen","127.0.0.1:5354","0.0.0.0:0","6512","mDNSResponder","4"
"2026-04-05T23:44:45.8747904+08:00","Established","127.0.0.1:5354","127.0.0.1:1547","6512","mDNSResponder","4"
"2026-04-05T23:44:45.8747904+08:00","Established","127.0.0.1:5354","127.0.0.1:1550","6512","mDNSResponder","4"
"2026-04-05T23:44:45.1405596+08:00","Listen",":::13688",":::0","6556","GCUBridge","4"
"2026-04-05T23:44:45.3915601+08:00","Listen","0.0.0.0:13688","0.0.0.0:0","6556","GCUBridge","4"
"2026-04-05T23:44:45.3759351+08:00","Established","127.0.0.1:13688","127.0.0.1:1801","6556","GCUBridge","4"
"2026-04-05T23:44:45.3759351+08:00","Established","127.0.0.1:13688","127.0.0.1:2651","6556","GCUBridge","4"
"2026-04-05T23:44:45.3759351+08:00","Established","127.0.0.1:13688","127.0.0.1:8492","6556","GCUBridge","4"
"2026-04-05T23:44:45.3603097+08:00","Listen","127.0.0.1:20122","0.0.0.0:0","6612","sing-box","4"
"2026-04-05T23:44:45.2811860+08:00","Established","127.0.0.1:20122","127.0.0.1:11625","6612","sing-box","4"
"2026-04-05T23:44:45.3290238+08:00","Established","127.0.0.1:20122","127.0.0.1:12215","6612","sing-box","4"
"2026-04-05T23:44:45.2811860+08:00","Established","127.0.0.1:20122","127.0.0.1:12824","6612","sing-box","4"
"2026-04-05T23:44:45.3446862+08:00","Established","127.0.0.1:20122","127.0.0.1:13223","6612","sing-box","4"
"2026-04-05T23:44:45.3446862+08:00","Established","127.0.0.1:20122","127.0.0.1:2647","6612","sing-box","4"
"2026-04-05T23:44:45.3140230+08:00","Established","127.0.0.1:20122","127.0.0.1:4962","6612","sing-box","4"
"2026-04-05T23:44:45.3290238+08:00","Established","127.0.0.1:20122","127.0.0.1:5248","6612","sing-box","4"
"2026-04-05T23:44:45.3010247+08:00","Established","127.0.0.1:20122","127.0.0.1:5504","6612","sing-box","4"
"2026-04-05T23:44:45.3290238+08:00","Established","127.0.0.1:20122","127.0.0.1:7195","6612","sing-box","4"
"2026-04-05T23:44:45.3190241+08:00","Established","127.0.0.1:20122","127.0.0.1:9423","6612","sing-box","4"
"2026-04-05T23:44:45.3070245+08:00","Established","127.0.0.1:20122","127.0.0.1:9668","6612","sing-box","4"
"2026-04-05T23:44:45.2499365+08:00","Listen","127.0.0.1:20123","0.0.0.0:0","6612","sing-box","4"
"2026-04-05T23:44:45.2499365+08:00","Established","127.0.0.1:20123","127.0.0.1:1206","6612","sing-box","4"
"2026-04-05T23:44:45.2343147+08:00","Established","127.0.0.1:20123","127.0.0.1:3775","6612","sing-box","4"
"2026-04-05T23:44:45.2499365+08:00","Established","127.0.0.1:20123","127.0.0.1:8471","6612","sing-box","4"
"2026-04-05T23:44:45.8135458+08:00","Listen","127.0.0.1:9080","0.0.0.0:0","6620","NahimicService","4"
"2026-04-05T23:44:46.0190570+08:00","Listen","127.0.0.1:1546","0.0.0.0:0","6672","jhi_service","4"
"2026-04-05T23:44:45.7666693+08:00","Established","127.0.0.1:10296","127.0.0.1:31104","6796","RestService","4"
"2026-04-05T23:44:45.7636025+08:00","Established","127.0.0.1:10303","127.0.0.1:31104","6796","RestService","4"
"2026-04-05T23:44:45.2186993+08:00","Listen","127.0.0.1:31100","0.0.0.0:0","6796","RestService","4"
"2026-04-05T23:44:45.1249342+08:00","Established","::1:50052","::1:1549","6832","LicenseService","4"
"2026-04-05T23:44:45.1874353+08:00","Listen","127.0.0.1:49890","0.0.0.0:0","7040","XxYunHelperService","4"
"2026-04-05T23:44:45.1718104+08:00","Established","::1:1549","::1:50052","7376","CoordService","4"
"2026-04-05T23:44:45.2186993+08:00","Established","127.0.0.1:31104","127.0.0.1:10296","7376","CoordService","4"
"2026-04-05T23:44:45.2030607+08:00","Established","127.0.0.1:31104","127.0.0.1:10303","7376","CoordService","4"
"2026-04-05T23:44:45.7486022+08:00","Established","127.0.0.1:11625","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.7188249+08:00","Established","127.0.0.1:12215","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.7188249+08:00","Established","127.0.0.1:12824","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.9218931+08:00","Established","127.0.0.1:2647","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.9060411+08:00","Established","127.0.0.1:4962","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.8904171+08:00","Established","127.0.0.1:5248","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.8726302+08:00","Established","127.0.0.1:5504","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.8626293+08:00","Established","127.0.0.1:7195","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.7979211+08:00","Established","127.0.0.1:9423","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.7822959+08:00","Established","127.0.0.1:9668","127.0.0.1:20122","8000","chrome","4"
"2026-04-05T23:44:45.9993588+08:00","Established","127.0.0.1:1551","127.0.0.1:1552","8076","mysqld","4"
"2026-04-05T23:44:45.9933593+08:00","Established","127.0.0.1:1552","127.0.0.1:1551","8076","mysqld","4"
"2026-04-05T23:44:45.9873596+08:00","Established","127.0.0.1:1553","127.0.0.1:1554","8076","mysqld","4"
"2026-04-05T23:44:45.9802995+08:00","Established","127.0.0.1:1554","127.0.0.1:1553","8076","mysqld","4"
"2026-04-05T23:44:45.9320955+08:00","Established","127.0.0.1:1801","127.0.0.1:13688","12100","GCUService","4"
"2026-04-05T23:44:45.1405596+08:00","Listen","::1:42050",":::0","13772","OneDrive.Sync.Service","4"
"2026-04-05T23:44:45.6250639+08:00","Established","127.0.0.1:13223","127.0.0.1:20122","14012","smartscreen","4"
"2026-04-05T23:44:45.7031891+08:00","Listen","127.0.0.1:12900","0.0.0.0:0","14572","AndrowsStore","4"
"2026-04-05T23:44:45.2343147+08:00","Listen","127.0.0.1:25120","0.0.0.0:0","14572","AndrowsStore","4"
"2026-04-05T23:44:45.8904171+08:00","Listen","127.0.0.1:5283","0.0.0.0:0","14572","AndrowsStore","4"
"2026-04-05T23:44:45.9165363+08:00","Established","127.0.0.1:2651","127.0.0.1:13688","15116","OSDTpDetect","4"
"2026-04-05T23:44:45.1561855+08:00","Listen","::1:1567",":::0","15828","AndrowsDlSvr","4"
"2026-04-05T23:44:45.1561855+08:00","Established","::1:1567","::1:6209","15828","AndrowsDlSvr","4"
"2026-04-05T23:44:45.9406082+08:00","Listen","127.0.0.1:1567","0.0.0.0:0","15828","AndrowsDlSvr","4"
"2026-04-05T23:44:45.1405596+08:00","Established","::1:6209","::1:1567","16212","CefRendererProcess","4"
"2026-04-05T23:44:45.7586025+08:00","Established","127.0.0.1:10367","127.0.0.1:10368","16224","Tomcat9","4"
"2026-04-05T23:44:45.7536025+08:00","Established","127.0.0.1:10368","127.0.0.1:10367","16224","Tomcat9","4"
"2026-04-05T23:44:45.8447948+08:00","Listen","127.0.0.1:8005","0.0.0.0:0","16224","Tomcat9","4"
"2026-04-05T23:44:45.2030607+08:00","Listen","127.0.0.1:49350","0.0.0.0:0","20444","esrv_svc","4"
"2026-04-05T23:44:45.2030607+08:00","CloseWait","127.0.0.1:49350","127.0.0.1:9672","20444","esrv_svc","4"
"2026-04-05T23:44:45.7666693+08:00","FinWait2","127.0.0.1:9672","127.0.0.1:49350","20444","esrv_svc","4"
"2026-04-05T23:44:45.1718104+08:00","Bound","0.0.0.0:8492","0.0.0.0:0","23508","SystrayComponent","4"
"2026-04-05T23:44:45.8291811+08:00","Established","127.0.0.1:8492","127.0.0.1:13688","23508","SystrayComponent","4"
"2026-04-05T23:44:47.3596122+08:00","TimeWait","127.0.0.1:10075","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.3283142+08:00","TimeWait","127.0.0.1:11686","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.3127263+08:00","TimeWait","127.0.0.1:11687","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.3127263+08:00","TimeWait","127.0.0.1:12100","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.2970580+08:00","TimeWait","127.0.0.1:13199","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2919936+08:00","TimeWait","127.0.0.1:13200","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2859939+08:00","TimeWait","127.0.0.1:13201","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2809938+08:00","TimeWait","127.0.0.1:13202","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2759942+08:00","TimeWait","127.0.0.1:13203","127.0.0.1:5354","0","Idle","5"
"2026-04-05T23:44:47.2709943+08:00","TimeWait","127.0.0.1:13204","127.0.0.1:5354","0","Idle","5"
"2026-04-05T23:44:47.2659873+08:00","TimeWait","127.0.0.1:13210","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.2502188+08:00","TimeWait","127.0.0.1:13211","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.2502188+08:00","TimeWait","127.0.0.1:13215","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.2502188+08:00","TimeWait","127.0.0.1:13216","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.2345938+08:00","TimeWait","127.0.0.1:13217","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.2345938+08:00","TimeWait","127.0.0.1:13221","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2345938+08:00","TimeWait","127.0.0.1:13222","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2189674+08:00","TimeWait","127.0.0.1:13225","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2033536+08:00","TimeWait","127.0.0.1:13226","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2033536+08:00","TimeWait","127.0.0.1:13227","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2033536+08:00","TimeWait","127.0.0.1:13228","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.2033536+08:00","TimeWait","127.0.0.1:13229","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1877176+08:00","TimeWait","127.0.0.1:13230","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1877176+08:00","TimeWait","127.0.0.1:13231","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1720915+08:00","TimeWait","127.0.0.1:13232","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1720915+08:00","TimeWait","127.0.0.1:13233","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1720915+08:00","TimeWait","127.0.0.1:13234","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1564714+08:00","TimeWait","127.0.0.1:13235","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1564714+08:00","TimeWait","127.0.0.1:13236","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1564714+08:00","TimeWait","127.0.0.1:13237","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1408564+08:00","TimeWait","127.0.0.1:13238","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1408564+08:00","TimeWait","127.0.0.1:13239","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1252180+08:00","TimeWait","127.0.0.1:13240","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1252180+08:00","TimeWait","127.0.0.1:13241","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1095931+08:00","TimeWait","127.0.0.1:13242","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1095931+08:00","TimeWait","127.0.0.1:13243","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.1095931+08:00","TimeWait","127.0.0.1:13244","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0939787+08:00","TimeWait","127.0.0.1:13245","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0939787+08:00","TimeWait","127.0.0.1:13246","127.0.0.1:5354","0","Idle","5"
"2026-04-05T23:44:47.0783077+08:00","TimeWait","127.0.0.1:13247","127.0.0.1:5354","0","Idle","5"
"2026-04-05T23:44:47.0783077+08:00","TimeWait","127.0.0.1:13253","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.0783077+08:00","TimeWait","127.0.0.1:13254","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.0753196+08:00","TimeWait","127.0.0.1:13258","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.0683093+08:00","TimeWait","127.0.0.1:13259","127.0.0.1:27015","0","Idle","5"
"2026-04-05T23:44:47.0623116+08:00","TimeWait","127.0.0.1:13262","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0563195+08:00","TimeWait","127.0.0.1:13263","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0503157+08:00","TimeWait","127.0.0.1:13265","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0440820+08:00","TimeWait","127.0.0.1:13266","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0380827+08:00","TimeWait","127.0.0.1:13267","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0320754+08:00","TimeWait","127.0.0.1:13268","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0163058+08:00","TimeWait","127.0.0.1:13269","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0163058+08:00","TimeWait","127.0.0.1:13270","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0006803+08:00","TimeWait","127.0.0.1:13271","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0006803+08:00","TimeWait","127.0.0.1:13272","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.0006803+08:00","TimeWait","127.0.0.1:13274","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:46.9850564+08:00","TimeWait","127.0.0.1:13275","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:46.9850564+08:00","TimeWait","127.0.0.1:13276","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:46.9694303+08:00","TimeWait","127.0.0.1:13277","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:46.9694303+08:00","TimeWait","127.0.0.1:13278","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:46.9694303+08:00","TimeWait","127.0.0.1:13279","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:46.9427406+08:00","TimeWait","127.0.0.1:14454","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:46.9319890+08:00","TimeWait","127.0.0.1:14580","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.5941808+08:00","TimeWait","127.0.0.1:1686","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:46.9164367+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:11678","0","Idle","5"
"2026-04-05T23:44:46.8686712+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:12108","0","Idle","5"
"2026-04-05T23:44:46.8374219+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:13197","0","Idle","5"
"2026-04-05T23:44:46.8374219+08:00","TimeWait","127.0.0.1:20122","127.0.0.1:2153","0","Idle","5"
"2026-04-05T23:44:47.5785565+08:00","TimeWait","127.0.0.1:2163","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.5629306+08:00","TimeWait","127.0.0.1:2522","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:46.7504661+08:00","TimeWait","127.0.0.1:49362","127.0.0.1:13264","0","Idle","5"
"2026-04-05T23:44:47.4689352+08:00","TimeWait","127.0.0.1:6208","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.4533109+08:00","TimeWait","127.0.0.1:7212","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.4533109+08:00","TimeWait","127.0.0.1:7803","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.4376872+08:00","TimeWait","127.0.0.1:8332","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.4064346+08:00","TimeWait","127.0.0.1:8867","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.3908122+08:00","TimeWait","127.0.0.1:9346","127.0.0.1:20122","0","Idle","5"
"2026-04-05T23:44:47.3908122+08:00","TimeWait","127.0.0.1:9426","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.3752394+08:00","TimeWait","127.0.0.1:9427","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.3596122+08:00","TimeWait","127.0.0.1:9671","127.0.0.1:49350","0","Idle","5"
"2026-04-05T23:44:47.6515891+08:00","Established","127.0.0.1:1558","127.0.0.1:1559","2620","WUDFHost","5"
"2026-04-05T23:44:47.6480182+08:00","Established","127.0.0.1:1559","127.0.0.1:1558","2620","WUDFHost","5"
"2026-04-05T23:44:47.6398256+08:00","Established","127.0.0.1:1561","127.0.0.1:1562","3256","NVDisplay.Container","5"
"2026-04-05T23:44:47.6239624+08:00","Established","127.0.0.1:1562","127.0.0.1:1561","3256","NVDisplay.Container","5"
"2026-04-05T23:44:47.5001875+08:00","Listen","127.0.0.1:5284","0.0.0.0:0","3356","AndrowsSvr","5"
"2026-04-05T23:44:47.7186043+08:00","Established","127.0.0.1:1206","127.0.0.1:20123","4288","msedgewebview2","5"
"2026-04-05T23:44:47.5279856+08:00","Established","127.0.0.1:3775","127.0.0.1:20123","4288","msedgewebview2","5"
"2026-04-05T23:44:47.4220614+08:00","Established","127.0.0.1:8471","127.0.0.1:20123","4288","msedgewebview2","5"
"2026-04-05T23:44:47.6873523+08:00","Established","127.0.0.1:1547","127.0.0.1:5354","6432","AppleMobileDeviceService","5"
"2026-04-05T23:44:47.6873523+08:00","Established","127.0.0.1:1550","127.0.0.1:5354","6432","AppleMobileDeviceService","5"
"2026-04-05T23:44:46.7911601+08:00","Listen","127.0.0.1:27015","0.0.0.0:0","6432","AppleMobileDeviceService","5"
"2026-04-05T23:44:47.4845593+08:00","Listen","127.0.0.1:5354","0.0.0.0:0","6512","mDNSResponder","5"
"2026-04-05T23:44:47.4689352+08:00","Established","127.0.0.1:5354","127.0.0.1:1547","6512","mDNSResponder","5"
"2026-04-05T23:44:47.4845593+08:00","Established","127.0.0.1:5354","127.0.0.1:1550","6512","mDNSResponder","5"
"2026-04-05T23:44:46.7037602+08:00","Listen",":::13688",":::0","6556","GCUBridge","5"
"2026-04-05T23:44:46.9673519+08:00","Listen","0.0.0.0:13688","0.0.0.0:0","6556","GCUBridge","5"
"2026-04-05T23:44:46.9487382+08:00","Established","127.0.0.1:13688","127.0.0.1:1801","6556","GCUBridge","5"
"2026-04-05T23:44:46.9548441+08:00","Established","127.0.0.1:13688","127.0.0.1:2651","6556","GCUBridge","5"
"2026-04-05T23:44:46.9613596+08:00","Established","127.0.0.1:13688","127.0.0.1:8492","6556","GCUBridge","5"
"2026-04-05T23:44:46.9248553+08:00","Listen","127.0.0.1:20122","0.0.0.0:0","6612","sing-box","5"
"2026-04-05T23:44:46.8999330+08:00","Established","127.0.0.1:20122","127.0.0.1:11625","6612","sing-box","5"
"2026-04-05T23:44:46.8842989+08:00","Established","127.0.0.1:20122","127.0.0.1:12215","6612","sing-box","5"
"2026-04-05T23:44:46.8374219+08:00","Established","127.0.0.1:20122","127.0.0.1:12824","6612","sing-box","5"
