"Time","State","Local","Remote","OwningPid","ProcessName"
"2026-04-05T23:45:15.6720304+08:00","Listen","127.0.0.1:9080","0.0.0.0:0","6620","NahimicService"
"2026-04-05T23:45:15.8445919+08:00","Listen","127.0.0.1:1546","0.0.0.0:0","6672","jhi_service"
"2026-04-05T23:45:15.5624495+08:00","Established","127.0.0.1:10296","127.0.0.1:31104","6796","RestService"
"2026-04-05T23:45:15.5624495+08:00","Established","127.0.0.1:10303","127.0.0.1:31104","6796","RestService"
"2026-04-05T23:45:15.0778606+08:00","Listen","127.0.0.1:31100","0.0.0.0:0","6796","RestService"
"2026-04-05T23:45:15.0010018+08:00","Established","::1:50052","::1:1549","6832","LicenseService"
"2026-04-05T23:45:15.0508331+08:00","Listen","127.0.0.1:49890","0.0.0.0:0","7040","XxYunHelperService"
"2026-04-05T23:45:15.0322621+08:00","Established","::1:1549","::1:50052","7376","CoordService"
"2026-04-05T23:45:15.0778606+08:00","Established","127.0.0.1:31104","127.0.0.1:10296","7376","CoordService"
"2026-04-05T23:45:15.0778606+08:00","Established","127.0.0.1:31104","127.0.0.1:10303","7376","CoordService"
"2026-04-05T23:45:15.5468251+08:00","Established","127.0.0.1:11625","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.5312127+08:00","Established","127.0.0.1:12215","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.5312127+08:00","Established","127.0.0.1:12824","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.7657832+08:00","Established","127.0.0.1:2647","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.7501561+08:00","Established","127.0.0.1:4962","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.7345444+08:00","Established","127.0.0.1:5248","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.7189054+08:00","Established","127.0.0.1:5504","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.7032813+08:00","Established","127.0.0.1:7195","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.6720304+08:00","Established","127.0.0.1:9423","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.6564060+08:00","Established","127.0.0.1:9668","127.0.0.1:20122","8000","chrome"
"2026-04-05T23:45:15.8354977+08:00","Established","127.0.0.1:1551","127.0.0.1:1552","8076","mysqld"
"2026-04-05T23:45:15.8304979+08:00","Established","127.0.0.1:1552","127.0.0.1:1551","8076","mysqld"
"2026-04-05T23:45:15.8126561+08:00","Established","127.0.0.1:1553","127.0.0.1:1554","8076","mysqld"
"2026-04-05T23:45:15.8126561+08:00","Established","127.0.0.1:1554","127.0.0.1:1553","8076","mysqld"
"2026-04-05T23:45:15.7814072+08:00","Established","127.0.0.1:1801","127.0.0.1:13688","12100","GCUService"
"2026-04-05T23:45:15.0010018+08:00","Listen","::1:42050",":::0","13772","OneDrive.Sync.Service"
"2026-04-05T23:45:15.4529646+08:00","Established","127.0.0.1:13223","127.0.0.1:20122","14012","smartscreen"
"2026-04-05T23:45:15.5312127+08:00","Listen","127.0.0.1:12900","0.0.0.0:0","14572","AndrowsStore"
"2026-04-05T23:45:15.0934958+08:00","Listen","127.0.0.1:25120","0.0.0.0:0","14572","AndrowsStore"
"2026-04-05T23:45:15.7345444+08:00","Listen","127.0.0.1:5283","0.0.0.0:0","14572","AndrowsStore"
