"Path","Name","Value"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","AppIcon","controlcenter_MR.ico"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","AppName","机械革命电竞控制台"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","APPTarget","Customize"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","AppType","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","AppVersion","5.17.49.14"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","AutoDetectSystemLang","DetectOff"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","BridgeType","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","ColorCalibration","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","CustomizeTarget","17"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","DebugMode","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","firstlaunch","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","Language","zh-cn"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","LanguageList","en-us,zh-cn"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","MonitorSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","OsdOnly","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","ProjectID","16"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","SpeakerCalibrationClear","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","SpeakerCalibrationRangeL","3.4"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2","SpeakerCalibrationRangeR","4.6"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\BatteryProtection2","HealthProtectionStatus","2"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\BatteryProtection2","TypeCAdaptorPriorityStatus","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","AcRecoverySwitchBiosSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","AcRecoverySwitchSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","BIOS_PROJECT_ID","IDX"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","ColorCalibrationSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","DGpuDirectConnectionSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","FanBoostBtnSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","FanSettingsSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","IsAMDPlatform","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","IsNvGpu","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","IsProjectIdCommercial","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","IsProjectIdCommercialHAVE20DB","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","KeyboardSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","KeyboardType","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","LightbarSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","LiquidCoolingAutoModeSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","LiquidCoolingSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","NumPadSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","OcSettingsSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","RamFan1p5Support","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","RGBLightbarSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","ServiceReady","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","SystemMonitorSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","TurboModeSupport","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\ItemSupport","TypeCSupport","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","FanEnhanced","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","FanMode","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","FanModeAutoSave","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","OfficeAdvancedLevel","2"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","OfficeMode","2"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","PowerSettingMode","2"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","TurboModeCPUBoost","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3","TurboModeLevel","2"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\GamingModePL","Default_PL1","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\GamingModePL","Default_PL2","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\GamingModePL","Default_PL4","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL1","T1_PWM","30"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL1","T2_PWM","32"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL1","T3_PWM","36"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL1","T4_PWM","41"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL1","T5_PWM","50"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL2","T1_PWM","30"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL2","T2_PWM","35"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL2","T3_PWM","40"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL2","T4_PWM","45"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL2","T5_PWM","50"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL3","T1_PWM","30"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL3","T2_PWM","39"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL3","T3_PWM","44"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL3","T4_PWM","50"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL3","T5_PWM","50"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL4","T1_PWM","30"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL4","T2_PWM","35"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL4","T3_PWM","40"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL4","T4_PWM","45"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModeAdvL4","T5_PWM","50"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModePL","Default_PL1","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModePL","Default_PL2","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MyFan3\OfficeModePL","Default_PL4","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting","CloseTimer","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting","DGpuPowerManagement","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting","OSDHidden","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting","TouchpadToggle","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting","USBCharger","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting","WinKeyLock","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures","ColorCalibration","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures","DisplayFeatureStatus","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures","DisplayMode","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\CustomizedMode","Blue","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\CustomizedMode","Brightness","90"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\CustomizedMode","ColorTemp","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\CustomizedMode","Contrast","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\CustomizedMode","Green","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\CustomizedMode","Red","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\GamingMode","Blue","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\GamingMode","Brightness","90"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\GamingMode","ColorTemp","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\GamingMode","Contrast","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\GamingMode","Green","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\GamingMode","Red","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\ReadMode","Blue","-30"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\ReadMode","Brightness","90"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\ReadMode","ColorTemp","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\VideoMode","Brightness","100"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\MySetting\DisplayFeatures\VideoMode","ColorTemp","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","ACLight","3"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","DCLight","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_hinge_ACLight","3"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_hinge_DCLight","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_hinge_PowerSwitch","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_logo_ACLight","3"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_logo_DCLight","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_logo_PowerSwitch","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_sync_ACLight","3"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_sync_DCLight","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","Lightbar_sync_PowerSwitch","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","LightbarACLight","3"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","LightbarDCLight","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","LightbarPowerSwitch","1"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard","PowerSwitch","0"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","0_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","0_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","1_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","1_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","10_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":0,""G"":255,""B"":255},{""ID"":1,""R"":0,""G"":255,""B"":255},{""ID"":2,""R"":0,""G"":255,""B"":255},{""ID"":3,""R"":0,""G"":255,""B"":255},{""ID"":4,""R"":0,""G"":255,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":0,""G"":255,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","10_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":0,""G"":255,""B"":255},{""ID"":1,""R"":0,""G"":255,""B"":255},{""ID"":2,""R"":0,""G"":255,""B"":255},{""ID"":3,""R"":0,""G"":255,""B"":255},{""ID"":4,""R"":0,""G"":255,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":0,""G"":255,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","11_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","11_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","12_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","12_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","13_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","13_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","14_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","14_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","15_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":5,""save_light"":36,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","15_LastWelcomeEffect","{""save_mode"":2,""bSaved"":false,""save_effect"":3,""save_light"":36,""save_speed"":5,""save_direction"":0,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":0,""save_layout_alphbet"":"""",""save_power_status"":0}"
"HKEY_LOCAL_MACHINE\SOFTWARE\OEM\GamingCenter2\RGBKeyboard\FourZone","16_LastEffect","{""save_mode"":1,""bSaved"":false,""save_effect"":3,""save_light"":50,""save_speed"":5,""save_direction"":1,""save_layout_color"":{""isCircular"":true,""ColorBlocks"":7,""ColorBuffer"":[{""ID"":0,""R"":255,""G"":0,""B"":0},{""ID"":1,""R"":255,""G"":165,""B"":0},{""ID"":2,""R"":255,""G"":255,""B"":0},{""ID"":3,""R"":0,""G"":255,""B"":0},{""ID"":4,""R"":0,""G"":0,""B"":255},{""ID"":5,""R"":0,""G"":255,""B"":255},{""ID"":6,""R"":139,""G"":0,""B"":255}]},""save_layout_backgroundcolor"":1,""save_layout_alphbet"":"""",""save_power_status"":0}"
